agent,condition,benchmark,language,tasks,solved,solve_rate,median_runtime_sec,median_tool_calls,median_file_reads,median_search_actions,median_cost,mean_runtime_sec,variance_runtime_sec,stddev_runtime_sec,mean_cost,variance_cost,stddev_cost
claude_code,baseline,swebench_multilingual,astral-sh,28,22,0.7857142857142857,175.7805,18.5,,0.0,0.5739544500000001,204.52557142857142,7833.740719809524,88.50842174510584,0.6419228928571429,0.05250934339567383,0.22914917280163555
