agent,condition,benchmark,language,tasks,solved,solve_rate,median_runtime_sec,median_tool_calls,median_file_reads,median_search_actions,median_cost,mean_runtime_sec,variance_runtime_sec,stddev_runtime_sec,mean_cost,variance_cost,stddev_cost
claude_code,baseline,swebench_multilingual,astral-sh,7,6,0.8571428571428571,182.836,29.0,,0.0,0.7268142999999999,186.94157142857142,3828.322496952381,61.87343934963031,0.7138760071428571,0.058340439289193725,0.2415376560480658
claude_code,baseline,swebench_multilingual,burntsushi,2,2,1.0,348.118,48.0,,0.0,1.083582475,348.118,1849.292928000002,43.00340600464109,1.083582475,0.003482656438201228,0.05901403594231823
claude_code,baseline,swebench_multilingual,nushell,5,5,1.0,65.349,20.0,,0.0,0.3195553,99.9812,10093.109207200001,100.46446738623563,0.37151613,0.04374189298074449,0.20914562625296398
claude_code,baseline,swebench_multilingual,rust,16,13,0.8125,64.685,13.0,,0.0,0.298895625,113.5904375,12512.509597195833,111.8593295044979,0.438685978125,0.12391378491140298,0.3520138987474827
claude_code,baseline,swebench_multilingual,sharkdp,8,4,0.5,151.8855,23.5,,0.0,0.5750363000000001,154.17625,14998.718086214287,122.46925363622613,0.63056554375,0.32910069914443607,0.573672989728849
